r_fighter,b_fighter,height_diff,reach_diff,age_diff,strike_eff_diff,grapple_eff_diff,performance_diff,win_ratio_diff,r_fighter_win
Ilir Latifi,Hans Stringer,-12.699999999999989,,5.0,-1.2000000000000006,0.18500000000000005,-0.01761446436002534,-0.012820512820512775,1
Mickael Lebout,Teemu Packalen,-5.079999999999984,-5.0800000000000125,0.0,0.9600000000000004,-0.325,-0.10530771717945886,-0.06060606060606066,1
Robert Whiteford,Paul Redmond,-2.5400000000000205,,3.0,2.6100000000000003,0.125,0.31115251136904554,0.14619883040935677,1
Marcus Brimage,Jimmie Rivera,0.0,7.6200000000000045,4.0,0.19999999999999973,0.30500000000000005,0.10261543435891751,-0.3214285714285714,0
Daniel Omielanczuk,Chris de la Rocha,-7.6200000000000045,-15.23999999999998,-3.0,2.09,0.15500000000000003,-0.04784533307786043,0.0535714285714286,1
Frank Mir,Todd Duffee,0.0,2.539999999999992,7.0,-4.719999999999999,-0.10499999999999993,-0.5575353525676529,-0.1293103448275862,1
Josh Thomson,Tony Ferguson,-2.539999999999992,-12.699999999999989,6.0,-0.2500000000000009,-0.03999999999999998,-0.2861518647031176,-0.03317972350230414,0
Holly Holm,Marion Reneau,5.0800000000000125,2.539999999999992,-4.0,0.7399999999999998,-0.02499999999999991,-0.01776923905981953,0.2142857142857143,1
Scott Jorgensen,Manvel Gamburyan,0.0,-2.5400000000000205,-1.0,0.6600000000000001,0.0050000000000000044,0.18461435658237058,-0.0444444444444444,0
Kevin Lee,James Moontasri,-2.5400000000000205,15.240000000000009,-4.0,1.7499999999999996,0.19499999999999995,0.2913833800868807,0.049450549450549386,1
Alan Jouban,Matt Dwyer,-10.159999999999997,-7.6200000000000045,9.0,2.5700000000000003,0.16000000000000003,0.46353589145592633,0.01602564102564108,1
Sam Sicilia,Yaotzin Meza,-2.539999999999992,-10.159999999999997,-5.0,-0.8999999999999997,0.37499999999999994,0.261768376838582,-0.0040760869565217295,1
Jessica Andrade,Sarah Moras,-15.240000000000009,-12.700000000000017,-3.0,2.61,0.36,0.696304052739199,0.2471042471042471,1
Rani Yahya,Masanori Kanehara,-2.5400000000000205,0.0,-2.0,-0.42999999999999994,-0.2849999999999999,-0.1856920672652318,0.09534883720930232,1
Igor Araujo,Sean Strickland,0.0,2.5400000000000205,10.0,-2.92,-0.5549999999999999,-0.793227204277575,-0.11319073083778963,0
Kevin Casey,Ildemar Alcantara,-7.6200000000000045,-2.539999999999992,1.0,-0.7899999999999998,-0.5000000000000001,-0.17015412803386631,-0.09375,1
Andrew Craig,Lyman Good,2.539999999999992,5.079999999999984,-1.0,-1.9499999999999997,-0.33000000000000007,-0.5340744773532201,-0.0854700854700855,0
Jake Ellenberger,Stephen Thompson,-7.6200000000000045,-10.159999999999997,-2.0,-1.52,0.14,-0.14192164265121077,-0.034420289855072506,0
Kamaru Usman,Hayder Hassan,5.079999999999984,,-1.0,2.6700000000000004,0.545,0.5129212115405919,0.16666666666666674,1
Michael Graves,Vicente Luque,-2.539999999999992,-10.159999999999997,0.0,-0.23999999999999955,-0.019999999999999907,-0.4724582885507198,0.1696428571428571,1
Jorge Masvidal,Cezar Ferreira,-5.079999999999984,-10.159999999999997,1.0,1.54,-0.030000000000000027,0.2856136021387875,0.05402930402930406,1
Angela Magana,Michelle Waterson-Gomez,-5.0800000000000125,7.6200000000000045,3.0,-2.7599999999999993,-0.245,-0.36884447085662275,-0.04999999999999993,0
Maximo Blanco,Mike de la Torre,-7.6200000000000045,0.0,3.0,2.4600000000000004,0.0,0.1557684846162366,-0.09523809523809523,1
Josh Samman,Caio Magalhaes,5.0800000000000125,15.240000000000009,0.0,0.11999999999999966,-0.034999999999999976,-0.1033844578634277,-0.004524886877828149,1
Russell Doane,Jerrod Sanders,-2.539999999999992,-5.079999999999984,-7.0,0.32999999999999996,0.06999999999999995,0.15607620179569537,-0.18993135011441642,0
Dan Miller,Trevor Smith,-5.0800000000000125,-2.539999999999992,0.0,-1.0100000000000002,0.04500000000000004,-0.1430758784627315,0.036363636363636376,0
George Sullivan,Dominic Waters,-2.539999999999992,-15.240000000000009,8.0,3.1599999999999997,-0.10999999999999999,0.38538208675502433,0.06547619047619047,1
Darrell Montague,Willie Gates,-5.0800000000000125,-12.699999999999989,0.0,-0.9799999999999995,-0.044999999999999984,0.038769131282164804,0.09064327485380119,0
Chad Mendes,Conor McGregor,-7.6200000000000045,-20.32000000000002,3.0,-0.23000000000000043,0.17000000000000004,-0.2056132788058238,-0.0031055900621117516,0
Robbie Lawler,Rory MacDonald,-2.539999999999992,-5.079999999999984,7.0,-1.77,-0.030000000000000027,-0.008692390598195932,-0.17391304347826086,1
Dennis Bermudez,Jeremy Stephens,-7.6200000000000045,-12.700000000000017,-1.0,1.23,0.09499999999999997,0.19484511752255107,0.05810147299509005,0
Gunnar Nelson,Brandon Thatch,-7.6200000000000045,-5.0800000000000125,-3.0,-0.2300000000000002,0.04499999999999993,-0.09684544085551505,0.07250000000000001,1
Brad Pickett,Thomas Almeida,-2.5400000000000205,-5.0800000000000125,13.0,-1.52,0.065,-0.2159984911128343,-0.1737891737891737,0
Matt Brown,Tim Means,-5.0800000000000125,0.0,3.0,-0.6099999999999999,0.010000000000000009,-0.17592196598417464,-0.09569160997732429,1
Mike Swick,Alex Garcia,10.159999999999997,12.700000000000017,8.0,1.2899999999999996,-0.03500000000000014,0.0386918517099224,0.0,0
Cathal Pendred,John Howard,15.23999999999998,7.6200000000000045,-4.0,0.4100000000000006,0.020000000000000018,0.061845871966134,0.12407862407862402,0
Cody Garbrandt,Henry Briones,0.0,-10.159999999999997,-11.0,0.3199999999999994,0.30000000000000004,0.08615423581152093,0.0822222222222222,1
Neil Seery,Louis Smolka,-12.699999999999989,-10.159999999999997,12.0,-0.7899999999999996,0.06500000000000006,-0.0956144643600253,-0.10212201591511938,0
Yosdenis Cedeno,Cody Pfister,-5.0800000000000125,-10.159999999999997,5.0,1.4299999999999997,0.0050000000000000044,0.0783075016241494,-0.061764705882352944,0
Lyoto Machida,Yoel Romero,2.539999999999992,2.5400000000000205,-1.0,0.6299999999999997,0.15999999999999992,-0.037614679915334626,0.02777777777777779,0
Santiago Ponzinibbio,Lorenz Larkin,2.539999999999992,2.539999999999992,0.0,-0.5599999999999992,-0.15500000000000003,0.10061424880471592,0.060810810810810856,0
Antonio Carlos Junior,Eddie Gordon,5.0800000000000125,7.6200000000000045,-7.0,0.34999999999999987,-0.26999999999999996,-0.14184608752144323,0.02083333333333337,1
Thiago Santos,Steve Bosse,7.6200000000000045,10.159999999999997,-3.0,0.54,-0.17500000000000004,-0.3403827334209525,-0.19047619047619047,1
Hacran Dias,Levan Makashvili,0.0,2.539999999999992,5.0,-2.0300000000000002,-0.06000000000000005,-0.13923011427425225,-0.06666666666666665,1
Alex Oliveira,Joe Merritt,-2.539999999999992,,-4.0,-0.35999999999999965,0.16499999999999998,0.18569109726633948,-0.14920634920634923,1
Leandro Silva,Lewis Gonzalez,-2.5400000000000205,,2.0,0.7800000000000002,0.03500000000000003,0.20184533307786046,-0.044973544973545,1
Steve Montgomery,Tony Sims,12.699999999999989,,-6.0,-0.3200000000000005,-0.18,0.2481513258148439,-0.1071428571428571,0
Danny Martinez,Sirwan Kakai,2.539999999999992,,4.0,0.020000000000000018,-0.21999999999999997,-0.18838391897515416,0.018255578093306246,0
Joanna Jedrzejczyk,Jessica Penne,2.539999999999992,-5.0800000000000125,-4.0,5.26,0.425,0.680766113507833,0.1255411255411255,1
Dennis Siver,Tatsuya Kawajiri,-2.5400000000000205,2.5400000000000205,-1.0,1.17,-0.06999999999999995,0.2422292520530146,-0.05822328931572629,0
Peter Sobotta,Steve Kennedy,2.539999999999992,,-4.0,2.48,0.38,0.1737693468374743,-0.06999999999999995,1
Nick Hein,Lukasz Sajewski,-5.0800000000000125,-12.700000000000017,6.0,0.8599999999999999,0.12499999999999994,0.1286148954706442,-0.07565789473684215,1
Makwan Amirkhani,Masio Fullen,0.0,5.079999999999984,-2.0,-0.6099999999999999,-0.12,-0.2110759862403862,0.042735042735042694,1
Mairbek Taisumov,Alan Patrick,-5.0800000000000125,-2.5400000000000205,-5.0,1.0800000000000003,0.375,0.3557682690609273,0.028708133971291905,1
Alan Omer,Arnold Allen,5.0800000000000125,,6.0,0.8000000000000003,-0.08999999999999997,-0.008538585897293838,-0.10476190476190472,0
Niklas Backstrom,Noad Lahat,10.159999999999997,,-5.0,-3.8499999999999996,0.55,-0.05453707701012811,-0.06043956043956045,0
Scott Askham,Antonio Dos Santos,12.699999999999989,,0.0,-1.9500000000000006,-0.08499999999999996,-0.29869034282275675,0.1777777777777778,1
Piotr Hallmann,Magomed Mustafaev,2.539999999999992,0.0,1.0,0.9000000000000004,0.20499999999999996,0.30407577068507663,-0.02777777777777779,0
Taylor Lapilus,Yuta Sasaki,-10.160000000000025,5.079999999999984,-3.0,2.2499999999999996,0.185,0.35861370991644226,0.13949843260188088,1
Cain Velasquez,Fabricio Werdum,-7.6200000000000045,0.0,-5.0,3.0900000000000003,0.34,0.48415154137015337,0.11764705882352933,0
Gilbert Melendez,Eddie Alvarez,0.0,10.159999999999997,2.0,0.9799999999999995,-0.08000000000000007,-0.11630696273587593,-0.09523809523809534,0
Kelvin Gastelum,Nate Marquardt,-7.6200000000000045,-7.6200000000000045,-12.0,-0.07000000000000028,-0.16000000000000003,0.04838391897515426,0.04166666666666663,1
Yair Rodriguez,Charles Rosa,5.0800000000000125,5.0800000000000125,-6.0,1.3399999999999994,0.07,0.23076794572796322,0.1636363636363637,1
Tecia Torres,Angela Hill,-5.0800000000000125,-10.159999999999997,-4.0,0.6500000000000004,-0.17000000000000004,-0.15415326581262867,0.13248638838475502,1
Henry Cejudo,Chico Camus,-5.079999999999984,-5.079999999999984,-2.0,0.6600000000000001,0.02499999999999991,0.16415272692435512,0.13377192982456132,1
Efrain Escudero,Drew Dober,2.539999999999992,2.539999999999992,2.0,0.5,0.16499999999999998,-0.10230631606994778,0.007692307692307665,1
Alejandro Perez,Patrick Williams,-5.0800000000000125,-15.23999999999998,-8.0,0.27,-0.245,-0.15346098299208732,0.12554112554112562,0
Francisco Trevino,Johnny Case,-2.5400000000000205,-5.079999999999984,7.0,-1.06,-0.26999999999999996,-0.258998922223453,0.0267857142857143,0
Augusto Montano,Cathal Pendred,0.0,-5.0800000000000125,3.0,1.3199999999999994,-0.2,0.042383811197499455,0.06060606060606066,0
Gabriel Benitez,Clay Collard,-7.6200000000000045,-5.079999999999984,5.0,1.5200000000000005,-0.010000000000000009,0.11115337359028332,0.009803921568627527,1
Tim Boetsch,Dan Henderson,2.539999999999992,0.0,-11.0,0.2900000000000005,-0.07999999999999996,0.04630728606884016,-0.06320400500625778,0
Ben Rothwell,Matt Mitrione,2.539999999999992,-10.159999999999997,-3.0,-1.6799999999999997,0.245,0.0666921750428866,0.029966703662597016,1
Dustin Poirier,Yancy Medeiros,-2.5400000000000205,-7.6200000000000045,-2.0,2.5,-0.12,0.10907598624038617,0.1316098707403055,1
Thiago Tavares,Brian Ortega,-2.539999999999992,2.5400000000000205,7.0,2.1599999999999997,0.125,-0.18053664589950946,-0.10919540229885061,0
Joe Soto,Anthony Birchak,-5.0800000000000125,-10.159999999999997,-1.0,-2.2700000000000005,0.07999999999999996,-0.005153373590283339,0.053333333333333344,0
Francisco Rivera,Alex Caceres,-5.0800000000000125,-7.619999999999976,7.0,-0.31999999999999984,-0.0050000000000000044,0.0019231515383762998,0.011111111111111183,1
Shawn Jordan,Derrick Lewis,-7.6200000000000045,-10.159999999999997,1.0,-0.3799999999999999,0.17500000000000004,0.14515348136793804,0.01139601139601143,1
Brian Ebersole,Omari Akhmedov,0.0,0.0,7.0,0.04999999999999938,-0.13000000000000006,-0.12899946111172644,-0.021428571428571463,0
Chris Wade,Christos Giagos,0.0,-2.539999999999992,3.0,-0.07999999999999985,0.08500000000000002,-0.12353740034309224,0.15483870967741942,1
Joe Proctor,Justin Edwards,0.0,5.079999999999984,-2.0,0.09999999999999964,0.08499999999999996,0.14538402675280893,0.044642857142857095,1
Ricardo Abreu,Jake Collier,-10.159999999999997,,4.0,-0.9099999999999997,0.20999999999999996,-0.1093829489762621,0.2681159420289856,0
Jose Quinonez,Leonardo Morales,0.0,,3.0,0.6000000000000001,0.13499999999999995,0.26276794572796314,-0.1071428571428571,1
Carlos Condit,Thiago Alves,12.700000000000017,12.699999999999989,-1.0,0.6800000000000002,-0.19499999999999995,-0.10761532658126283,0.09038901601830662,1
Nik Lentz,Charles Oliveira,-5.0800000000000125,-15.240000000000009,5.0,-0.16000000000000014,-0.10000000000000003,-0.055307609401804014,-0.10887949260042284,0
KJ Noons,Alex Oliveira,-2.539999999999992,-15.23999999999998,5.0,-0.54,-0.06499999999999995,0.11592250487244815,-0.03766233766233762,0
Francimar Barroso,Ryan Jimmo,0.0,5.0800000000000125,1.0,-0.6499999999999999,-0.040000000000000036,-0.02007663290631423,-0.0608974358974359,1
Francisco Trinaldo,Norman Parke,-5.0800000000000125,0.0,9.0,0.2799999999999998,-0.0050000000000000044,-0.0053846734187372736,-0.00990990990990992,1
Wendell Oliveira Marques,Darren Till,-5.079999999999984,,10.0,0.3799999999999999,-0.07499999999999996,0.12392185820651991,-0.0064102564102563875,0
Jussier Formiga,Wilson Reis,2.539999999999992,5.0800000000000125,0.0,0.29000000000000004,0.16500000000000004,0.04253880145260325,0.04496578690127073,1
Elizeu Zaleski dos Santos,Nicolas Dalby,0.0,-2.5400000000000205,-3.0,0.5899999999999994,-0.04499999999999993,0.05730728606883995,-0.0714285714285714,0
Lucas Martins,Mirsad Bektic,10.159999999999997,5.079999999999984,3.0,-1.8999999999999997,-0.33999999999999997,-0.07284651863206215,0.09893048128342252,0
Juliana Lima,Ericka Almeida,-2.539999999999992,,7.0,2.09,0.15500000000000003,0.2050762017956954,-0.05714285714285705,1
Luiz Dutra,Tom Breese,-10.159999999999997,,9.0,-1.4099999999999997,0.15000000000000002,0.07438413453046366,-0.15000000000000002,0
Anthony Johnson,Daniel Cormier,7.6200000000000045,15.240000000000009,-5.0,0.08999999999999986,0.04999999999999993,-0.08507609401804073,-0.0942857142857143,0
Chris Weidman,Vitor Belfort,5.0800000000000125,10.159999999999997,-7.0,0.95,-0.02499999999999991,0.1610757706850766,0.031818181818181746,1
Donald Cerrone,John Makdessi,12.699999999999989,12.699999999999989,2.0,-1.4399999999999995,0.10000000000000003,-0.14161446436002512,0.012578616352201255,1
Travis Browne,Andrei Arlovski,7.6200000000000045,5.079999999999984,-3.0,-1.959999999999999,0.15500000000000003,-0.08761467991533456,0.0851648351648352,0
Joseph Benavidez,John Moraga,-5.079999999999984,-2.539999999999992,0.0,0.8300000000000001,0.12499999999999994,0.18192228931713883,0.047008547008547064,1
John Dodson,Zach Makovsky,-2.539999999999992,5.079999999999984,-1.0,-0.07999999999999963,0.12,0.20007587846273145,-0.0672268907563025,1
Dong Hyun Kim,Joshua Burkman,10.159999999999997,10.159999999999997,-1.0,0.6700000000000002,0.029999999999999916,-0.037153373590283256,0.17845117845117842,1
Uriah Hall,Rafael Natal,0.0,5.079999999999984,-1.0,-1.2400000000000002,-0.04500000000000004,-0.011000107777654922,-0.05672969966629582,0
Mike Pyle,Colby Covington,2.539999999999992,5.0800000000000125,13.0,-1.1499999999999995,-0.06000000000000005,-0.17638348786453528,-0.20714285714285707,0
Islam Makhachev,Leo Kuntz,0.0,,-8.0,3.31,0.45999999999999996,0.32799935333407176,0.17892976588628762,1
Justin Scoggins,Josh Sampo,7.6200000000000045,5.079999999999984,-8.0,2.37,0.36,0.33722946760832406,0.0,1
Frankie Edgar,Urijah Faber,0.0,2.539999999999992,-2.0,0.8900000000000001,0.040000000000000036,0.15684522530020573,-0.10372670807453421,1
Gegard Mousasi,Constantinos Philippou,7.6200000000000045,7.6200000000000045,-6.0,3.08,0.05999999999999994,0.2579987066681436,0.11777777777777776,1
Mark Munoz,Luke Barnatt,-15.240000000000009,-15.240000000000009,10.0,0.3000000000000007,-0.09500000000000008,-0.20522968316363321,-0.06470588235294117,1
Hyun Gyu Lim,Neil Magny,0.0,-7.619999999999976,2.0,-1.6700000000000004,0.38999999999999996,0.2730760940180408,-0.08095238095238089,0
Phillipe Nover,Yui Chul Nam,0.0,,-3.0,-2.2199999999999998,-0.0050000000000000044,-0.19215240359139085,-0.11666666666666659,1
Mark Eddiva,Levan Makashvili,0.0,0.0,3.0,-0.41000000000000014,-0.21000000000000002,-0.04346195299097955,-0.16666666666666674,0
Tae Hyun Bang,Jon Tuck,-5.0800000000000125,-5.079999999999984,1.0,1.3900000000000006,0.03499999999999992,-0.002461306325051371,-0.023809523809523725,0
Zhang Lipeng,Kajan Johnson,0.0,-10.159999999999997,-6.0,-1.48,0.0,-0.17946055188146848,0.07534807534807542,0
Li Jingliang,Dhiego Lima,-5.0800000000000125,-10.159999999999997,1.0,1.38,-0.030000000000000027,0.14992196598417462,0.049857549857549865,1
Guangyou Ning,Royston Wee,-7.6200000000000045,-7.6200000000000045,4.0,2.1000000000000005,0.15500000000000003,0.2899987066681434,-0.30000000000000004,1
Roldan Sangcha'an,Jon Delos Reyes,-5.079999999999984,,-4.0,1.7099999999999995,-0.04999999999999993,-0.05446130632505142,0.05128205128205121,0
Nolan Ticman,Yao Zhikui,2.539999999999992,,3.0,1.42,-0.07,0.168075986240386,0.23809523809523808,0
Stipe Miocic,Mark Hunt,15.23999999999998,20.319999999999993,-8.0,1.0900000000000003,-0.08499999999999996,0.22238294897626198,0.36904761904761907,1
Brad Tavares,Robert Whittaker,2.539999999999992,2.5400000000000205,3.0,-0.7299999999999995,-0.06499999999999995,-0.1721529424796644,-0.09159482758620685,0
Anthony Perosh,Sean O'Connell,5.0800000000000125,2.539999999999992,11.0,-0.1900000000000004,0.12500000000000003,-0.3186127399175501,-0.05384615384615388,0
Jake Matthews,James Vick,-10.159999999999997,-7.6200000000000045,-7.0,-0.08000000000000007,0.06000000000000005,-0.07815315803497402,0.008547008547008517,0
Hatsu Hioki,Dan Hooker,-2.539999999999992,-5.0800000000000125,7.0,-0.020000000000000462,-0.020000000000000018,-0.29338241008798827,0.05017421602787453,0
Kyle Noke,Jonavin Webb,7.619999999999976,,9.0,1.9400000000000002,0.2450000000000001,0.3146139254717517,-0.1515151515151516,1
Daniel Kelly,Sam Alvey,-5.0800000000000125,-12.699999999999989,9.0,-0.6699999999999995,0.08000000000000007,0.10084587196613382,0.13009049773755654,0
Bec Rawlings,Lisa Ellis,5.079999999999984,,-3.0,-0.5399999999999998,-0.02499999999999991,0.3346130632505142,-0.1102564102564102,1
Dylan Andrews,Brad Scott,0.0,-5.079999999999984,10.0,0.27999999999999936,0.1449999999999999,-0.13622968316363349,0.07294117647058818,0
Alex Chambers,Kailin Curran,-2.539999999999992,-5.079999999999984,13.0,-1.2699999999999996,-0.12,-0.17023000649659747,0.05555555555555558,1
Vik Grujic,Brendan O'Reilly,10.159999999999997,10.159999999999997,10.0,-0.2799999999999998,-0.09999999999999998,0.007845871966133844,-0.16666666666666663,0
Alptekin Ozkilic,Ben Nguyen,0.0,0.0,2.0,-2.4099999999999997,0.18500000000000005,0.1109228282054121,-0.023809523809523725,0
Demetrious Johnson,Kyoji Horiguchi,-5.079999999999984,0.0,4.0,0.6200000000000003,0.10999999999999999,0.038077064016933115,-0.03379416282642089,1
Quinton Jackson,Fabio Maldonado,0.0,-5.0800000000000125,2.0,-0.2400000000000002,0.05500000000000005,-0.2230752317968031,0.07863145258103232,1
Michael Bisping,CB Dollaway,-2.5400000000000205,-2.539999999999992,4.0,1.5500000000000003,-0.050000000000000044,0.2197678379503084,0.11538461538461542,1
John Makdessi,Shane Campbell,-10.159999999999997,-7.6200000000000045,2.0,0.569999999999999,-0.12000000000000005,0.1793064238476022,-0.033333333333333326,1
Yves Jabouin,Thomas Almeida,0.0,-5.0800000000000125,12.0,0.21999999999999975,0.26499999999999996,-0.11007544735211261,-0.16965352449223414,0
Patrick Cote,Joe Riggs,-2.539999999999992,12.699999999999989,2.0,-1.12,-0.26999999999999996,-0.08576956239278377,-0.04484088717454193,1
Alexis Davis,Sarah Kaufman,2.539999999999992,5.0800000000000125,1.0,-2.4700000000000006,-0.29999999999999993,-0.3926137099164424,-0.16193181818181823,1
Chad Laprise,Bryan Barberena,-5.079999999999984,-2.539999999999992,3.0,0.40000000000000036,0.30500000000000005,0.09269292948646934,0.1440162271805273,1
Olivier Aubin-Mercier,David Michaud,0.0,,-1.0,0.71,-0.16000000000000003,-0.15576859239389151,-0.0982142857142857,1
Nordine Taleb,Chris Clements,7.619999999999976,10.159999999999997,-5.0,0.20999999999999996,0.585,0.35661500324829865,0.015151515151515138,1
Jessica Rakoczy,Valerie Letourneau,0.0,,6.0,-0.15999999999999925,-0.45500000000000007,-0.41138294897626193,-0.40476190476190477,0
Randa Markos,Aisling Daly,5.0800000000000125,-2.539999999999992,3.0,-1.65,0.030000000000000027,0.027153804700902007,-0.268939393939394,1
Lyoto Machida,Luke Rockhold,-5.0800000000000125,-7.6200000000000045,6.0,-0.3999999999999997,0.22999999999999998,-0.06984490196724147,0.022727272727272707,0
Jacare Souza,Chris Camozzi,-2.5400000000000205,-7.6200000000000045,6.0,-0.9100000000000001,0.09999999999999998,-0.06999913777876243,0.07357357357357353,1
Cub Swanson,Max Holloway,-7.6200000000000045,2.5400000000000205,9.0,-1.5599999999999996,-0.1200000000000001,-0.35199795222456065,-0.09077380952380953,0
Felice Herrig,Paige VanZant,0.0,0.0,10.0,-2.0800000000000005,0.18,0.15030728606884003,-0.03205128205128205,0
Jim Miller,Beneil Dariush,-5.0800000000000125,-2.539999999999992,6.0,-1.35,-0.1150000000000001,-0.15623000649659746,-0.07937540663630449,0
Ovince Saint Preux,Patrick Cummins,2.539999999999992,10.159999999999997,-3.0,-1.3399999999999999,0.17500000000000004,-0.14776794572796315,0.01641586867305056,1
Corey Anderson,Gian Villante,0.0,7.6200000000000045,-4.0,3.2999999999999994,0.135,0.07215380470090194,0.18845500848896435,0
Takeya Mizugaki,Aljamain Sterling,0.0,-5.0800000000000125,5.0,-2.22,0.29000000000000004,-0.05438348786453562,-0.23420479302832242,0
George Sullivan,Tim Means,-5.0800000000000125,-5.0800000000000125,3.0,-0.33999999999999986,-0.245,-0.3002294676083239,0.03486394557823136,0
Diego Brandao,Jimy Hettes,-5.079999999999984,-17.78,0.0,-0.41000000000000014,0.21499999999999997,0.03576967017043842,-0.11904761904761907,1
Eddie Gordon,Chris Dempsey,5.079999999999984,10.159999999999997,4.0,0.029999999999999805,0.5349999999999999,0.17192325931603103,-0.02083333333333337,0
Gabriel Gonzaga,Mirko Filipovic,0.0,7.6200000000000045,-5.0,-1.0399999999999998,-0.06500000000000006,-0.04276923905981955,-0.12202380952380953,0
Jimi Manuwa,Jan Blachowicz,-2.5400000000000205,2.539999999999992,3.0,-1.04,-0.15000000000000013,-0.06953847811963909,0.01413043478260867,1
Pawel Pawlak,Sheldon Westcott,-2.539999999999992,5.079999999999984,-5.0,0.9199999999999999,0.2799999999999999,0.08738510452935605,0.08571428571428574,1
Joanne Wood,Maryna Moroz,-2.5400000000000205,-5.0800000000000125,5.0,2.4799999999999995,0.22999999999999993,0.42815154137015343,-0.02083333333333337,0
Seth Baczynski,Leon Edwards,2.539999999999992,2.539999999999992,10.0,-0.45999999999999996,-0.19,-0.04753869367494856,-0.2867647058823529,0
Bartosz Fabinski,Garreth McLellan,-2.539999999999992,7.6200000000000045,-4.0,0.1499999999999999,0.47,0.04230879495600581,0.06578947368421051,1
Sergio Moraes,Mickael Lebout,2.539999999999992,-2.539999999999992,5.0,-0.9300000000000002,0.26499999999999996,0.09884630307675268,0.0,1
Damian Stasiak,Yaotzin Meza,-10.159999999999997,-2.539999999999992,-9.0,-1.0499999999999998,0.2,0.09692272042775762,-0.03125,0
Daniel Omielanczuk,Anthony Hamilton,-12.700000000000017,-5.079999999999984,-2.0,-1.0900000000000003,-0.12999999999999995,-0.14692239709479338,0.0535714285714286,0
Izabela Badurek,Aleksandra Albu,7.6200000000000045,,-1.0,-0.4300000000000006,-0.07499999999999996,-0.1821529424796644,0.06666666666666665,0
Marcin Bandel,Stevie Ray,0.0,,1.0,-5.27,-0.505,-0.6568437164130398,-0.03693181818181823,0
Taylor Lapilus,Rocky Lee,-7.6200000000000045,,-5.0,4.77,0.38999999999999996,0.4204601207708496,0.26363636363636367,1
Chad Mendes,Ricardo Lamas,-5.0800000000000125,-12.700000000000017,-3.0,0.16999999999999993,0.38,0.1389233670936857,0.06832298136645965,1
Jorge Masvidal,Al Iaquinta,2.539999999999992,10.159999999999997,3.0,1.4700000000000006,0.19500000000000006,0.08576923905981959,0.036713286713286775,0
Michael Chiesa,Mitch Clarke,7.619999999999976,5.0800000000000125,-3.0,1.09,0.22500000000000003,0.051923474871340414,0.03249999999999997,1
Julianna Pena,Milana Dudieva,7.619999999999976,,0.0,3.4200000000000004,0.165,0.32384425530131344,0.05882352941176472,1
Clay Guida,Robert Peralta,-2.539999999999992,-2.539999999999992,4.0,-1.1599999999999993,-0.14,-0.16984522530020552,-0.04823989569752285,1
Dustin Poirier,Diego Ferreira,0.0,-5.0800000000000125,-4.0,-0.04999999999999982,0.07,0.12115315803497395,0.001175088131609825,1
Liz Carmouche,Lauren Murphy,2.539999999999992,-2.5400000000000205,-1.0,1.4700000000000002,0.1100000000000001,-0.09430663940291184,-0.07727272727272727,1
Gray Maynard,Alexander Yakovlev,-15.240000000000009,-10.159999999999997,5.0,-0.050000000000000044,0.1050000000000001,0.08815369692324726,-0.06666666666666665,0
Shamil Abdurakhimov,Timothy Johnson,0.0,-2.5400000000000205,4.0,-0.96,-0.12499999999999994,-0.14253761589840164,-0.0357142857142857,0
Ron Stallings,Justin Jones,7.6200000000000045,,4.0,1.4300000000000004,0.04999999999999999,0.22507566290742193,-0.18181818181818188,1
Demian Maia,Ryan LaFlare,0.0,-5.0800000000000125,6.0,-1.2999999999999998,-0.08500000000000002,-0.1681529424796644,-0.10558069381598789,1
Erick Silva,Josh Koscheck,5.079999999999984,2.5400000000000205,-7.0,-1.1999999999999997,-0.10500000000000004,0.0033840267528090218,0.07142857142857151,1
Leonardo Santos,Anthony Rocco Martin,0.0,5.0800000000000125,10.0,-0.6700000000000004,0.0799999999999999,0.037230653162525607,-0.04682274247491636,1
Amanda Nunes,Shayna Baszler,2.539999999999992,,-8.0,5.8,0.36999999999999994,0.4195367536771639,0.24450549450549453,1
Gilbert Burns,Alex Oliveira,-2.539999999999992,-12.699999999999989,2.0,-0.4200000000000004,-0.09500000000000003,0.0315381547866751,0.15714285714285714,1
Godofredo Pepey,Andre Fili,-10.159999999999997,-2.5400000000000205,3.0,-0.6100000000000003,-0.37,-0.3458449019672416,-0.003289473684210509,1
Francisco Trinaldo,Akbarh Arreola,-2.5400000000000205,-2.539999999999992,5.0,2.15,-0.15500000000000003,0.04969163615461292,0.09961389961389966,1
Edimilson Souza,Katsunori Kikuno,10.159999999999997,20.32000000000002,-3.0,1.5700000000000003,-0.505,0.03638294897626182,0.044117647058823484,1
Leonardo Mafra,Cain Carrizosa,5.0800000000000125,,-3.0,3.2499999999999996,0.69,0.4772292520530146,-0.004524886877828149,1
Jorge de Oliveira,Christos Giagos,-5.0800000000000125,,10.0,-3.61,-0.335,-0.3546908817110302,0.1730205278592376,0
Bentley Syler,Fredy Serrano,2.539999999999992,,-4.0,-0.1200000000000001,-0.16999999999999993,-0.04846130632505141,0.2333333333333334,0
Anthony Pettis,Rafael Dos Anjos,5.0800000000000125,5.079999999999984,-3.0,-0.7200000000000002,0.09500000000000003,-0.03784576418847918,0.0250312891113893,0
