r_fighter,b_fighter,height_diff,reach_diff,age_diff,strike_eff_diff,grapple_eff_diff,performance_diff,win_ratio_diff,r_fighter_win
Chris Daukaus,Rodrigo Nascimento,2.539999999999992,-10.159999999999997,3.0,1.8600000000000003,-0.050000000000000044,0.230152403591391,-0.2850877192982456,1
Impa Kasanganay,Joaquin Buckley,2.539999999999992,-2.539999999999992,0.0,0.7399999999999998,0.11499999999999999,0.1831529424796644,0.07905138339920958,0
Ali AlQaisi,Tony Kelley,-7.6200000000000045,-5.0800000000000125,-3.0,-0.24,0.18499999999999994,-0.276997413336287,-0.11188811188811187,0
Giga Chikadze,Omar Morales,2.539999999999992,2.5400000000000205,-3.0,0.40000000000000036,-0.30499999999999994,-0.0287697779480931,0.10000000000000009,1
Tracy Cortez,Stephanie Egger,-2.539999999999992,-7.6200000000000045,-6.0,1.4700000000000004,0.15499999999999997,0.3513058849593288,0.25,1
Bruno Silva,Tagir Ulanbekov,-7.6200000000000045,-12.700000000000017,1.0,-0.10000000000000009,-0.04500000000000004,-0.039922828205412264,-0.22499999999999998,0
Bruno Silva,Tagir Ulanbekov,12.699999999999989,10.159999999999997,2.0,-0.9600000000000004,-0.015000000000000013,0.09392218153948406,-0.17803030303030298,0
Holly Holm,Irene Aldana,-2.539999999999992,2.539999999999992,7.0,1.2699999999999996,-0.08499999999999996,-0.2460755551297672,0.04761904761904767,1
Yorgan De Castro,Carlos Felipe,0.0,-2.539999999999992,8.0,-0.6700000000000004,0.025000000000000022,-0.2788441475236586,-0.17948717948717952,0
Germaine de Randamie,Julianna Pena,7.6200000000000045,5.0800000000000125,5.0,-0.28000000000000025,-0.04500000000000004,-0.027153481367938048,0.008403361344537785,1
Kyler Phillips,Cameron Else,-2.539999999999992,2.539999999999992,-8.0,8.1,0.58,0.6767664368407973,0.22115384615384615,1
Dequan Townsend,Dusko Todorovic,5.0800000000000125,12.699999999999989,8.0,-3.68,-0.05500000000000002,-0.5764579652177557,-0.11363636363636365,0
Carlos Condit,Court McGee,7.6200000000000045,0.0,1.0,0.04000000000000048,-0.04999999999999993,-0.15438381119749967,0.04859335038363166,1
Jordan Williams,Nassourdine Imavov,-5.0800000000000125,0.0,5.0,-0.41999999999999993,0.16000000000000003,0.15253740034309204,-0.15000000000000002,0
Loma Lookboonmee,Jinh Yu Frey,-5.0800000000000125,-10.159999999999997,-11.0,2.82,-0.010000000000000009,0.13999903000110758,0.20346320346320346,1
Casey Kenney,Alatengheili,5.0800000000000125,5.0800000000000125,1.0,2.33,-0.08000000000000007,0.21045990521554037,0.1693121693121693,1
Luigi Vendramini,Jessin Ayari,-10.159999999999997,0.0,-4.0,-0.94,0.32499999999999996,0.03961597324719113,0.022727272727272707,1
Israel Adesanya,Paulo Costa,7.6200000000000045,20.319999999999993,2.0,0.7000000000000002,-0.315,-0.41530556162636467,0.01388888888888884,1
Dominick Reyes,Jan Blachowicz,5.079999999999984,-2.539999999999992,-7.0,0.48,-0.050000000000000044,0.12992196598417471,0.025000000000000022,0
Kai Kara-France,Brandon Royval,-12.699999999999989,2.539999999999992,-1.0,0.5099999999999998,-0.09000000000000008,0.14684522530020583,-0.02857142857142858,0
Ketlen Vieira,Sijara Eubanks,10.159999999999997,2.539999999999992,-6.0,-1.7499999999999996,0.13,-0.12107587846273127,0.2901960784313725,1
Hakeem Dawodu,Zubaira Tukhugov,0.0,12.699999999999989,0.0,1.98,-0.37000000000000005,0.11161349436113299,-0.01851851851851849,1
Brad Riddell,Alex Da Silva,-2.539999999999992,-5.079999999999984,5.0,1.56,-0.09999999999999998,0.2673055616263649,-0.12571428571428567,1
Diego Sanchez,Jake Matthews,-2.539999999999992,-2.539999999999992,12.0,-1.0699999999999998,-0.16000000000000003,-0.15107641735100485,-0.02622377622377614,0
Shane Young,Ludovit Klein,2.539999999999992,0.0,2.0,-0.22999999999999998,-0.22999999999999998,0.11422935983066929,-0.18095238095238098,0
William Knight,Aleksa Camur,-7.619999999999976,-2.5400000000000205,7.0,-1.1500000000000004,0.08000000000000002,-0.2846905583780662,0.02083333333333337,1
Juan Espino,Jeff Hughes,2.539999999999992,7.619999999999976,8.0,0.1499999999999997,0.16500000000000004,-0.18722946760832393,0.13186813186813184,1
Khadis Ibragimov,Danilo Marques,-7.6200000000000045,2.539999999999992,-9.0,0.3700000000000001,0.41000000000000003,0.4086905583780659,-0.06666666666666665,0
Colby Covington,Tyron Woodley,5.0800000000000125,-5.0800000000000125,-6.0,1.4499999999999997,-0.050000000000000044,0.19715240359139086,0.14629629629629626,1
Khamzat Chimaev,Gerald Meerschaert,2.5400000000000205,-5.0800000000000125,-6.0,2.46,0.375,0.4148441475236586,0.32692307692307687,1
Johnny Walker,Ryan Spann,2.539999999999992,7.6200000000000045,-1.0,1.7200000000000002,0.37499999999999994,0.20538424230811847,0.050000000000000044,1
Mackenzie Dern,Randa Markos,0.0,0.0,-8.0,-0.5899999999999999,-0.13,-0.009000431110618878,0.3063725490196078,1
Kevin Holland,Darren Stewart,7.6200000000000045,17.78,-1.0,1.4099999999999997,-0.10500000000000004,0.13192196598417472,0.11428571428571432,1
Jordan Espinosa,David Dvorak,2.539999999999992,2.539999999999992,3.0,1.0899999999999999,-0.010000000000000009,0.08107630957335021,-0.14423076923076927,0
Mirsad Bektic,Damon Jackson,-7.6200000000000045,-2.539999999999992,-3.0,1.07,0.35,0.088385104529356,0.006085192697768749,0
Mayra Bueno Silva,Mara Romero Borella,0.0,-7.6200000000000045,-5.0,-0.6099999999999999,0.040000000000000036,0.173383272309226,0.19780219780219788,1
Jessica-Rose Clark,Sarah Alpar,2.539999999999992,2.539999999999992,4.0,3.92,0.29000000000000004,0.3446142488047159,-0.04999999999999993,1
Darrick Minner,TJ Laramie,2.5400000000000205,7.6200000000000045,7.0,1.5000000000000002,0.32499999999999996,0.2613067471805664,-0.055882352941176494,1
Journey Newson,Randy Costa,-10.159999999999997,-15.23999999999998,5.0,1.12,0.044999999999999984,-0.44276600573017855,0.06666666666666665,0
Andre Ewell,Irwin Rivera,5.0800000000000125,20.319999999999993,1.0,1.1200000000000006,0.305,0.21723000649659763,0.028846153846153855,1
Tyson Nam,Jerome Rivera,-7.6200000000000045,-10.159999999999997,12.0,-1.7099999999999995,0.235,0.2172302220519069,-0.04166666666666663,1
Michelle Waterson-Gomez,Angela Hill,0.0,-5.0800000000000125,-1.0,-1.1300000000000003,-0.03500000000000003,-0.2813830567539167,0.0482758620689655,1
Ottman Azaitar,Khama Worthy,-7.6200000000000045,-7.6200000000000045,-4.0,1.040000000000001,0.21500000000000002,0.28276794572796315,0.22666666666666668,1
Roxanne Modafferi,Andrea Lee,2.5400000000000205,0.0,7.0,-3.5700000000000003,-0.2899999999999999,-0.34399870666814336,-0.07556935817805388,1
Ed Herman,Mike Rodriguez,-7.6200000000000045,-12.699999999999989,8.0,-0.5099999999999993,0.34500000000000003,0.013000862221237641,0.01679586563307489,1
Bobby Green,Alan Patrick,-2.539999999999992,-7.6200000000000045,-3.0,3.5299999999999994,0.17499999999999993,0.6586887261579359,-0.12989921612542,1
Billy Quarantillo,Kyle Nelson,-2.539999999999992,-2.539999999999992,2.0,3.1999999999999993,-0.034999999999999976,0.48207339957667306,0.06832298136645965,1
Julia Avila,Sijara Eubanks,7.6200000000000045,2.539999999999992,-3.0,-1.1399999999999997,-0.135,-0.2854601207708497,0.21666666666666667,0
Alexandr Romanov,Roque Martinez,10.159999999999997,7.6200000000000045,-5.0,3.48,-0.14500000000000002,0.019999353334071768,0.2947368421052632,1
Brok Weaver,Jalin Turner,-7.6200000000000045,-10.160000000000025,3.0,-0.9599999999999991,-0.27,-0.2456143565823704,0.04761904761904767,0
Bryan Barberena,Anthony Ivy,-5.0800000000000125,-5.0800000000000125,1.0,2.8600000000000003,-0.245,0.25392056487466363,-0.04597701149425282,1
Sabina Mazo,Justine Kish,5.0800000000000125,15.240000000000009,-9.0,1.83,0.28,0.3076909894886849,0.05594405594405594,1
Alistair Overeem,Augusto Sakai,2.539999999999992,7.619999999999976,11.0,0.4600000000000004,0.15999999999999998,-0.02346076743677794,-0.015151515151515138,1
Ovince Saint Preux,Alonzo Menifield,7.6200000000000045,10.159999999999997,4.0,-1.1600000000000001,-0.0050000000000000044,-0.15661446436002513,-0.17312661498708015,1
Michel Pereira,Zelim Imadaev,2.539999999999992,-7.6200000000000045,2.0,2.789999999999999,0.19499999999999995,0.3913058849593287,-0.002272727272727315,1
Andre Muniz,Bartosz Fabinski,2.539999999999992,7.6200000000000045,-4.0,-0.6299999999999999,-0.375,-0.1513845656410825,0.0431034482758621,1
Brian Kelleher,Ray Rodriguez,-2.5400000000000205,-10.160000000000025,2.0,1.7399999999999998,0.040000000000000036,0.36076719128438023,-0.03508771929824561,1
Viviane Araujo,Montana De La Rosa,-7.6200000000000045,0.0,9.0,-0.34000000000000075,0.14,0.29084479418958686,0.1604278074866311,1
Cole Smith,Hunter Azure,7.6200000000000045,-5.079999999999984,3.0,-2.0199999999999996,-0.11499999999999999,-0.3363828411986073,-0.04040404040404044,0
Anthony Smith,Aleksandar Rakic,0.0,-5.0800000000000125,4.0,-3.0,-0.19499999999999995,-0.20361467991533444,-0.1508021390374331,0
Robbie Lawler,Neil Magny,-10.159999999999997,-15.23999999999998,5.0,-1.87,0.16999999999999998,0.13523043760721642,-0.047826086956521685,0
Ji Yeon Kim,Alexa Grasso,5.0800000000000125,15.240000000000009,4.0,-0.7599999999999998,-0.27,-0.02784673418737138,-0.30000000000000004,0
Ricardo Lamas,Bill Algeo,-10.159999999999997,-5.079999999999984,7.0,-1.4400000000000004,-0.11499999999999999,-0.38276676017376154,-0.005714285714285672,1
Maki Pitolo,Impa Kasanganay,-2.539999999999992,0.0,4.0,-1.1300000000000003,-0.10999999999999999,-0.1588454408555151,-0.2272727272727273,0
Alessio Di Chirico,Zak Cummings,0.0,-2.539999999999992,-6.0,-0.16999999999999993,0.13999999999999996,0.11830739384649458,-0.13124999999999998,0
Alex Caceres,Austin Springer,5.0800000000000125,5.079999999999984,-1.0,0.8399999999999999,-0.039999999999999925,0.12630717829118532,-0.15000000000000002,1
Sean Brady,Christian Aguilera,2.5400000000000205,0.0,-1.0,1.7200000000000002,0.42,0.35838359564219024,0.3048128342245989,1
Polyana Viana,Emily Whitmire,0.0,10.159999999999997,-1.0,1.04,-0.29999999999999993,-0.03207749512755198,0.23976608187134507,1
Mallory Martin,Hannah Cifers,7.6200000000000045,2.5400000000000205,-2.0,-1.8200000000000003,-0.4800000000000001,-0.2531533735902832,-0.004901960784313708,1
Pedro Munhoz,Frankie Edgar,0.0,-7.6200000000000045,-5.0,-1.6399999999999997,0.025000000000000022,0.1897678379503086,0.05714285714285716,0
Marcin Prachnio,Mike Rodriguez,-2.539999999999992,-20.319999999999993,0.0,2.0300000000000002,0.08500000000000002,0.19799913777876232,0.0845410628019323,0
Austin Hubbard,Joe Solecki,2.5400000000000205,2.539999999999992,1.0,-0.21999999999999997,0.07499999999999996,0.24138327230922607,-0.06905370843989767,0
Mariya Agapova,Shana Dobson,0.0,-2.539999999999992,-8.0,2.7100000000000004,0.24499999999999994,0.26769120504399424,0.2698412698412699,0
Daniel Rodriguez,Dwight Grant,0.0,-5.079999999999984,-3.0,1.3899999999999997,-0.2650000000000001,0.37553513701234353,0.16246498599439774,1
Amanda Lemos,Mizuki,2.539999999999992,0.0,7.0,-0.05999999999999961,0.05500000000000005,-0.12153761589840162,0.05042016806722682,1
Ike Villanueva,Jordan Wright,-2.5400000000000205,-10.160000000000025,7.0,-1.6499999999999995,0.025000000000000022,-0.02915348136793794,-0.14338235294117652,0
Carlton Minus,Matthew Semelsberger,-7.619999999999976,0.0,-1.0,-1.169999999999999,-0.25000000000000006,-0.1839226126501028,0.12217194570135748,0
Stipe Miocic,Daniel Cormier,12.699999999999989,20.319999999999993,-3.0,-0.3299999999999996,-0.10999999999999999,0.026153373590283246,-0.046666666666666634,1
Sean O'Malley,Marlon Vera,7.6200000000000045,5.079999999999984,-1.0,4.53,-0.02499999999999991,0.37445915077195735,0.24444444444444446,0
Junior Dos Santos,Jairzinho Rozenstruik,5.079999999999984,-2.539999999999992,4.0,1.5,0.29000000000000004,0.3557678379503084,-0.022222222222222254,0
Herbert Burns,Daniel Pineda,5.079999999999984,10.159999999999997,-3.0,-3.0399999999999996,0.31000000000000005,-0.10615261914670027,0.08217054263565882,0
John Dodson,Merab Dvalishvili,-7.619999999999976,-5.0800000000000125,7.0,-2.4299999999999997,-0.020000000000000018,-0.1480758784627314,-0.15294117647058825,0
Jim Miller,Vinc Pichel,-5.0800000000000125,-2.539999999999992,-1.0,-1.2800000000000002,0.06999999999999995,-0.058153265812628585,-0.14428412874583796,0
Felice Herrig,Virna Jandiroba,2.539999999999992,2.539999999999992,4.0,-0.6600000000000006,-0.04500000000000004,0.14261414102706116,-0.2803030303030303,0
TJ Brown,Danny Chavez,2.539999999999992,12.699999999999989,-3.0,1.4500000000000002,-0.27,-0.048231192050799176,-0.0399159663865547,0
Ashley Yoder,Livinha Souza,10.159999999999997,15.23999999999998,4.0,1.1400000000000001,0.03999999999999998,0.19453707701012823,-0.30718954248366015,0
Chris Daukaus,Parker Porter,7.6200000000000045,2.539999999999992,-4.0,1.1800000000000006,0.03999999999999998,-0.03353804700902052,0.022883295194507935,1
Kai Kamaka,Tony Kelley,-5.079999999999984,-2.5400000000000205,-8.0,-1.0300000000000002,0.29000000000000004,0.07338510452935598,-0.11188811188811187,1
Derrick Lewis,Aleksei Oleinik,2.539999999999992,-2.539999999999992,-8.0,0.45999999999999996,-0.020000000000000018,-0.12584544085551508,-0.07692307692307698,1
Omari Akhmedov,Chris Weidman,-5.0800000000000125,-12.700000000000017,-3.0,0.4200000000000004,0.010000000000000009,0.01776923905981964,0.06818181818181823,0
Maki Pitolo,Darren Stewart,-5.079999999999984,2.539999999999992,1.0,0.4099999999999997,-0.050000000000000044,0.13022989871894275,-0.009090909090909038,0
Yana Santos,Julija Stoliarenko,-2.5400000000000205,5.0800000000000125,4.0,2.88,0.015000000000000013,0.19015272692435503,0.11255411255411252,1
Beneil Dariush,Scott Holtzman,2.5400000000000205,7.6200000000000045,-6.0,0.46999999999999975,-0.04499999999999993,-0.07846109076974206,0.05862068965517242,1
Tim Means,Laureano Staropoli,2.5400000000000205,10.159999999999997,9.0,1.8699999999999997,0.16500000000000004,0.3043062082922928,0.030612244897959107,1
Kevin Holland,Joaquin Buckley,12.699999999999989,12.700000000000017,2.0,0.6099999999999994,-0.04999999999999999,0.025999568889381264,-0.024844720496894346,1
Nasrat Haqparast,Alexander Munoz,2.5400000000000205,0.0,-5.0,1.5000000000000009,-0.20999999999999996,0.19284447085662282,-0.02777777777777779,1
Andrew Sanchez,Wellington Turman,2.539999999999992,5.0800000000000125,8.0,0.14000000000000012,0.36999999999999994,0.29469142059930353,-0.04230769230769227,1
Gavin Tucker,Justin Jaynes,-2.5400000000000205,-5.0800000000000125,3.0,2.1000000000000005,0.18499999999999994,0.1759222893171386,0.14583333333333337,1
Youssef Zalal,Peter Barrett,0.0,-2.539999999999992,-10.0,1.1400000000000006,0.014999999999999958,-0.1039988144457984,-0.0625,1
Irwin Rivera,Ali AlQaisi,0.0,-2.539999999999992,1.0,-2.170000000000001,-0.014999999999999958,0.1114607674367778,0.009615384615384581,1
Derek Brunson,Edmen Shahbazyan,-2.5400000000000205,5.0800000000000125,13.0,1.13,0.07999999999999996,0.06215380470090204,-0.03125,1
Joanne Wood,Jennifer Maia,5.079999999999984,2.539999999999992,2.0,2.38,0.13999999999999996,0.36153632256654533,0.01041666666666663,0
Vicente Luque,Randy Brown,-10.159999999999997,-7.6200000000000045,-1.0,-1.0300000000000002,0.04500000000000004,0.10923011427425233,-0.08522727272727271,1
Lando Vannata,Bobby Green,-2.5400000000000205,0.0,-6.0,-2.6399999999999997,-0.02499999999999991,-0.23038327230922595,-0.08814589665653494,0
Frankie Saenz,Jonathan Martinez,-5.0800000000000125,-10.160000000000025,14.0,-0.43999999999999995,-0.08999999999999997,-0.14015326581262855,-0.1760869565217391,0
Johnny Munoz,Nate Maness,-2.5400000000000205,-2.539999999999992,-2.0,1.7399999999999998,-0.41500000000000004,-0.10746162965801553,-0.08333333333333337,0
Jamall Emmers,Vince Cachero,10.160000000000025,15.240000000000009,0.0,4.529999999999999,0.56,0.4887677301726536,0.10437710437710435,1
Robert Whittaker,Darren Till,0.0,-2.5400000000000205,2.0,2.09,0.030000000000000027,0.2910751240191485,0.03125,1
Mauricio Rua,Rogerio Nogueira,-2.5400000000000205,2.539999999999992,-5.0,0.6899999999999995,-0.04500000000000004,0.10730674718056643,-0.05411255411255411,1
Fabricio Werdum,Alexander Gustafsson,-2.5400000000000205,-5.079999999999984,10.0,0.4499999999999993,-0.3,-0.16215348136793806,0.013574660633484226,1
Carla Esparza,Marina Rodriguez,-12.699999999999989,-5.079999999999984,0.0,-2.4099999999999993,-0.13000000000000006,-0.37622860538708636,-0.03198653198653201,1
Paul Craig,Gadzhimurad Antigulov,10.159999999999997,15.23999999999998,0.0,1.69,0.11499999999999999,0.10284587196613382,-0.03428571428571425,1
Alex Oliveira,Peter Sobotta,-2.539999999999992,2.539999999999992,-1.0,1.2000000000000002,-0.040000000000000036,0.05261467991533464,-0.05142857142857149,1
Khamzat Chimaev,Rhys McKee,0.0,-7.6200000000000045,1.0,5.670000000000001,0.565,0.1781541280338661,0.375,1
Francisco Trinaldo,Jai Herbert,-10.159999999999997,-17.78,10.0,0.9199999999999999,0.17500000000000004,0.16915348136793784,0.09009009009009017,1
Tom Aspinall,Jake Collier,5.0800000000000125,0.0,-5.0,4.2299999999999995,0.5,0.48430610051463807,0.25831202046035806,1
Movsar Evloev,Mike Grundy,0.0,0.0,-7.0,4.19,0.21499999999999997,0.4062287131647412,0.25,1
Tanner Boser,Raphael Pessoa,-2.539999999999992,-7.6200000000000045,-2.0,3.22,-0.185,0.28661327880582343,-0.17708333333333337,1
Bethe Correia,Pannie Kianzad,-5.0800000000000125,-5.079999999999984,9.0,-1.6799999999999997,0.010000000000000009,-0.04853804700902031,-0.09722222222222221,0
Ramazan Emeev,Niklas Stolze,-7.619999999999976,5.079999999999984,6.0,0.5199999999999996,-0.30000000000000004,-0.02153880145260323,0.10256410256410264,1
Nathaniel Wood,John Castaneda,0.0,-5.0800000000000125,-1.0,1.8900000000000006,0.04999999999999993,0.15784522530020573,-0.008547008547008517,1
Deiveson Figueiredo,Joseph Benavidez,2.539999999999992,7.6200000000000045,-4.0,-1.23,0.050000000000000044,-0.06415348136793808,0.06837606837606836,1
Jack Hermansson,Kelvin Gastelum,10.159999999999997,15.240000000000009,3.0,1.12,0.07500000000000007,0.21546022854850444,0.07526881720430112,1
Marc Diakiese,Rafael Fiziev,5.0800000000000125,5.079999999999984,0.0,-0.030000000000000693,-0.09999999999999998,-0.3214595818825763,-0.09166666666666667,0
Ariane Lipski,Luana Carolina,0.0,-5.079999999999984,-1.0,-0.9100000000000006,0.135,-0.021384026752809038,-0.02564102564102566,1
Alexandre Pantoja,Askar Askarov,-2.539999999999992,0.0,2.0,0.3500000000000001,0.10000000000000003,0.18938348786453552,-0.03629032258064513,0
Roman Dolidze,Khadis Ibragimov,-2.539999999999992,-5.0800000000000125,7.0,0.7200000000000002,-0.135,-0.09523032982956148,0.19047619047619047,1
Grant Dawson,Nad Narimani,5.0800000000000125,5.079999999999984,-7.0,0.3700000000000001,-0.17499999999999993,-0.1533073938464946,0.11956521739130432,1
Joe Duffy,Joel Alvarez,-12.699999999999989,-10.160000000000025,5.0,-1.3799999999999994,0.595,0.13061618880250037,-0.10766045548654246,0
Brett Johns,Montel Jackson,-7.6200000000000045,-10.159999999999997,0.0,-2.9299999999999997,-0.16500000000000004,-0.16053804700902052,0.028070175438596467,1
Malcolm Gordon,Amir Albazi,5.0800000000000125,7.6200000000000045,3.0,-0.05999999999999983,-0.16999999999999998,-0.23807620179569539,-0.2777777777777778,0
Davi Ramos,Arman Tsarukyan,-2.5400000000000205,-5.079999999999984,10.0,-2.74,0.06000000000000005,-0.11892207376182928,-0.1607142857142857,0
Carlos Felipe,Serghei Spivac,-7.6200000000000045,-7.6200000000000045,0.0,-0.46999999999999975,-0.30999999999999994,0.04392196598417464,0.0461538461538461,0
Calvin Kattar,Dan Ige,10.159999999999997,2.539999999999992,3.0,-2.2099999999999995,0.18,0.23038348786453555,0.05833333333333335,1
Tim Elliott,Ryan Benoit,5.0800000000000125,-5.0800000000000125,2.0,1.5100000000000002,0.06000000000000005,0.08323032982956147,0.0326797385620915,1
Jimmie Rivera,Cody Stamann,-5.079999999999984,10.159999999999997,0.0,-0.6299999999999994,0.020000000000000018,-0.04230739384649462,0.0714285714285714,1
Molly McCann,Taila Santos,-5.079999999999984,-15.240000000000009,3.0,0.02999999999999936,-0.42000000000000004,0.12884425530131316,-0.17942583732057416,0
Abdul Razak Alhassan,Mounir Lazzez,-7.619999999999976,-7.6200000000000045,2.0,-2.6900000000000004,-0.1999999999999999,-0.5810735073543282,-0.11904761904761907,0
John Phillips,Khamzat Chimaev,-7.6200000000000045,0.0,9.0,-4.57,-0.695,-0.7493043760721629,-0.33333333333333337,0
Ricardo Ramos,Lerone Murphy,0.0,-2.539999999999992,-4.0,-1.8199999999999998,0.195,0.02684651863206211,-0.16666666666666674,0
Modestas Bukauskas,Andreas Michailidis,7.6200000000000045,5.0800000000000125,-6.0,0.07999999999999963,-0.030000000000000027,0.0527689157268556,0.03007518796992481,1
Jared Gordon,Chris Fishgold,2.539999999999992,0.0,4.0,2.68,0.06,0.4729971977809777,-0.013377926421404673,1
Diana Belbita,Liana Jojua,7.6200000000000045,15.240000000000009,-1.0,3.0600000000000005,0.07499999999999996,0.5342273120552298,0.03678929765886285,0
Jack Shore,Aaron Phillips,-2.539999999999992,0.0,-6.0,3.79,0.125,0.3787672990620349,0.2385620915032679,1
Kamaru Usman,Jorge Masvidal,2.539999999999992,5.079999999999984,-3.0,0.6200000000000001,0.015000000000000013,0.014153589145592838,0.16025641025641024,1
Alexander Volkanovski,Max Holloway,-12.700000000000017,5.0800000000000125,4.0,0.35000000000000053,-0.15000000000000013,-0.18361457213767984,0.11530172413793105,1
Petr Yan,Jose Aldo,0.0,-7.6200000000000045,-7.0,0.9400000000000008,-0.040000000000000036,0.16069109726633957,-0.03296703296703296,1
Jessica Andrade,Rose Namajunas,-10.159999999999997,-7.6200000000000045,1.0,1.1599999999999993,0.08999999999999997,0.379997521113942,0.009009009009009028,0
Amanda Ribas,Paige VanZant,-2.539999999999992,2.539999999999992,1.0,0.8599999999999999,0.3549999999999999,0.398229467608324,0.13461538461538458,1
Volkan Oezdemir,Jiri Prochazka,-2.539999999999992,-12.699999999999989,3.0,0.5300000000000002,-0.025000000000000022,-0.053614787692989,-0.12217194570135748,0
Elizeu Zaleski dos Santos,Muslim Salikhov,0.0,7.619999999999976,-3.0,0.7299999999999995,-0.15999999999999992,0.06253750812074688,-0.07608695652173914,0
Makwan Amirkhani,Danny Henry,-5.079999999999984,-2.539999999999992,0.0,-2.69,-0.025000000000000022,-0.4833044838498178,-0.09615384615384615,1
Leonardo Santos,Roman Bogatov,10.159999999999997,5.0800000000000125,11.0,0.4900000000000002,0.25999999999999995,0.0712311920507992,-0.21678321678321677,1
Marcin Tybura,Maxim Grishin,0.0,0.0,-1.0,-0.79,0.15000000000000002,0.08669206726523182,0.022727272727272707,1
Raulian Paiva,Zhalgas Zhumagulov,10.159999999999997,7.6200000000000045,-7.0,-0.25,0.030000000000000027,-0.13538370341984485,0.19899665551839463,1
Karol Rosa,Vanessa Melo,0.0,5.0800000000000125,-7.0,3.9099999999999997,0.21999999999999997,0.29499838333517936,0.19377990430622005,1
Martin Day,Davey Grant,5.0800000000000125,10.159999999999997,-2.0,-0.7699999999999996,0.11499999999999999,-0.05846087521443255,-0.11038961038961037,0
Dustin Poirier,Dan Hooker,-7.6200000000000045,-7.6200000000000045,1.0,0.8700000000000001,-0.07500000000000007,0.026461198547397036,0.12664092664092663,1
Mike Perry,Mickey Gall,-10.159999999999997,-7.6200000000000045,1.0,0.4700000000000002,0.2600000000000001,0.28284500974489624,0.05303030303030298,1
Gian Villante,Maurice Greene,-10.159999999999997,-10.159999999999997,1.0,-0.7599999999999998,0.395,0.3233837034198448,-0.014112903225806495,0
Brendan Allen,Kyle Daukaus,-2.539999999999992,-2.539999999999992,-3.0,-0.010000000000000231,-0.010000000000000009,0.08799946111172641,0.08809523809523812,1
Takashi Sato,Jason Witt,0.0,7.619999999999976,-4.0,-1.13,-0.255,-0.11861543435891764,0.017080745341614856,1
Sean Woodson,Julian Erosa,2.5400000000000205,10.159999999999997,-3.0,1.54,0.2799999999999999,0.042308363845387165,0.13333333333333341,0
Luis Pena,Khama Worthy,10.159999999999997,2.539999999999992,-7.0,0.8100000000000005,0.12000000000000005,-0.0009995688893811305,0.10999999999999999,0
Philipe Lins,Tanner Boser,0.0,7.6200000000000045,6.0,-2.0900000000000003,0.36000000000000004,-0.03461446436002513,0.11647727272727271,0
Kay Hansen,Jinh Yu Frey,-2.5400000000000205,-5.079999999999984,-14.0,1.08,-0.335,-0.1320769562392783,0.0146520146520146,1
Jordan Griffin,Youssef Zalal,0.0,2.539999999999992,6.0,-1.5,-0.06999999999999995,-0.09830750162414925,0.04166666666666663,0
Curtis Blaydes,Alexander Volkov,-7.6200000000000045,0.0,-3.0,-0.4299999999999995,-0.2499999999999999,-0.2745371847877829,0.02228976697061802,1
Josh Emmett,Shane Burgos,-12.700000000000017,-12.699999999999989,6.0,-1.21,-0.26,-0.49884339308007586,-0.015151515151515138,1
Raquel Pennington,Marion Reneau,2.5400000000000205,-2.539999999999992,-11.0,0.9999999999999996,-0.11499999999999994,0.06392239709479342,0.125,1
Belal Muhammad,Lyman Good,-2.539999999999992,-5.0800000000000125,-3.0,-0.4200000000000004,-0.235,-0.20923011427425198,0.10683760683760679,1
Jim Miller,Roosevelt Roberts,-15.240000000000009,-5.079999999999984,11.0,-0.1499999999999999,0.04999999999999993,0.014615542136572235,-0.02663706992230863,1
Clay Guida,Bobby Green,-7.6200000000000045,-2.539999999999992,4.0,-2.769999999999999,-0.039999999999999925,-0.4497663290631425,-0.015506671474936895,0
Tecia Torres,Brianna Fortino,2.539999999999992,-5.079999999999984,4.0,0.8500000000000005,-0.18000000000000005,0.08892207376182926,-0.06578947368421051,1
Cortney Casey,Gillian Robertson,5.0800000000000125,10.159999999999997,8.0,0.8999999999999999,-0.07,0.17999859889048897,-0.09999999999999998,0
Frank Camacho,Justin Jaynes,7.6200000000000045,12.699999999999989,0.0,1.1099999999999994,0.21999999999999997,0.45130502273809125,0.02083333333333337,0
Roxanne Modafferi,Lauren Murphy,5.0800000000000125,5.079999999999984,1.0,-1.15,-0.20499999999999996,-0.18015326581262847,-0.1837944664031621,0
Austin Hubbard,Max Rohskopf,-7.619999999999976,0.0,2.0,4.56,0.4099999999999999,0.46815208025842686,-0.1376811594202899,1
Jessica Eye,Cynthia Calvillo,5.079999999999984,5.079999999999984,1.0,-0.6200000000000006,-0.12,-0.1426918517099225,0.014423076923076872,0
Karl Roberson,Marvin Vettori,2.539999999999992,0.0,3.0,-0.16999999999999948,-0.15999999999999992,-0.3059214270959012,-0.10370370370370374,0
Charles Rosa,Kevin Aguilar,5.079999999999984,-10.159999999999997,2.0,0.06999999999999984,-0.10500000000000004,-0.16530696273587586,-0.13636363636363635,1
Andre Fili,Charles Jourdain,5.0800000000000125,12.700000000000017,5.0,-1.7999999999999998,0.26499999999999996,-0.14638305675391683,0.005681818181818232,1
Jordan Espinosa,Mark De La Rosa,0.0,10.159999999999997,5.0,3.15,0.22499999999999998,0.2511529424796646,-0.0625,1
