weight_diff,height_diff,reach_diff,age_diff,strike_eff_diff,grapple_eff_diff,performance_diff,win_ratio_diff,r_fighter_win
0.0,-5.079999999999984,5.0800000000000125,-1.0,-0.5322545931758532,0.12584730195177957,-0.002103803653063785,-0.014285714285714346,0
0.0,7.6200000000000045,5.0800000000000125,-1.0,1.2658942257217847,-0.03625832376578647,0.01979521826471986,-0.033333333333333326,0
0.0,7.619999999999976,20.32000000000002,3.0,-0.631923622047244,0.21914695752009183,0.1214804383556721,0.01025641025641022,1
0.0,-5.079999999999984,0.0,-7.0,-0.16350026246719174,0.00041216991963261007,0.07527315707695012,0.29370629370629364,1
0.0,0.0,5.079999999999984,-2.0,-0.15833333333333344,-0.4167623421354764,0.12025022648276573,-0.04166666666666663,1
0.0,2.539999999999992,7.6200000000000045,-9.0,-0.010148031496062693,-0.1538473019517796,0.02850163013702728,0.045454545454545525,0
0.0,-5.079999999999984,-22.860000000000014,2.0,0.9875540682414699,0.09551320321469581,0.013803368949856482,-0.015151515151515138,1
0.0,2.5400000000000205,2.539999999999992,0.0,1.0516204724409457,-0.08428817451205506,-0.038683046574915836,-0.02083333333333337,1
0.0,-7.619999999999976,-7.6200000000000045,1.0,-0.16758687664041994,0.17632721010332958,-0.05098913241981784,0.03472222222222221,0
0.0,2.539999999999992,0.0,10.0,0.7488343832020994,0.432398392652124,0.01831738812829148,-0.07499999999999996,0
0.0,0.0,2.539999999999992,7.0,1.252615748031496,0.31295292766934557,0.002713041096218588,-0.015151515151515138,0
0.0,-2.5400000000000205,5.0800000000000125,8.0,0.23775826771653552,-0.1581836969001148,0.01978098173468118,-0.10344827586206895,0
0.0,-2.539999999999992,2.539999999999992,1.0,0.7618913385826773,0.04573938002296213,-0.06897793881223024,-0.09375,1
0.0,5.079999999999984,10.159999999999997,-3.0,0.5720430446194223,0.2513421354764639,0.010494240182503473,-0.042105263157894646,1
0.0,0.0,0.0,-2.0,0.9154551181102364,0.4750390355912744,-0.037495761643729,-0.01098901098901095,1
0.0,0.0,5.079999999999984,6.0,0.2551493438320209,0.026740528128587848,0.026999456620990903,0.0,1
5.900000000000006,-5.0800000000000125,0.0,11.0,-0.8407233595800525,0.0988461538461538,0.044080655707275734,-0.17708333333333337,1
0.0,-7.6200000000000045,,-9.0,-0.5859055118110235,0.8976486796785305,0.3008540301358295,0.2142857142857143,1
0.0,-2.539999999999992,-15.240000000000009,-2.0,0.13930000000000042,0.0,0.007495652967927091,-0.022727272727272707,1
0.0,-5.0800000000000125,-17.78,2.0,-0.01744829396325409,0.2764408725602755,-0.2207079515958572,-0.1428571428571429,0
-6.799999999999997,10.159999999999997,-5.0800000000000125,-4.0,1.7695406824146982,0.15924225028702638,0.015592284018070612,-0.05681818181818177,1
0.0,7.619999999999976,10.159999999999997,8.0,-0.648915748031496,-0.025442020665901288,0.052186958903781416,-0.11779448621553879,0
0.0,-2.5400000000000205,5.0800000000000125,8.0,-0.5900695538057745,-0.1314018369690011,0.027283807305528568,-0.11520737327188935,1
0.0,-10.159999999999997,-7.6200000000000045,-1.0,0.11885091863517072,-0.1650321469575201,-0.015899239269387244,0.02083333333333337,1
-9.079999999999998,-12.699999999999989,,10.0,1.878723359580052,-0.17099999999999999,-0.23873925022678177,-0.018939393939393923,0
0.0,-5.0800000000000125,-2.539999999999992,5.0,0.9017556430446192,-0.25654879448909307,-0.09897163561572461,-0.047186932849364704,0
-6.799999999999997,2.5400000000000205,5.079999999999984,8.0,0.481648818897638,-0.1983650975889782,0.009899021917783607,-0.09499358151476245,1
0.0,-7.6200000000000045,5.079999999999984,1.0,-0.8656440944881889,0.6463926521239954,-0.051271635615724565,0.0,1
0.0,-2.539999999999992,-10.159999999999997,1.0,0.26802414698162746,0.3708094144661309,0.031219996347535195,0.022774327122153215,0
0.0,-12.699999999999989,-10.159999999999997,-2.0,0.7800908136482938,0.09166590126291618,0.023092392693872477,0.034965034965035,1
0.0,-7.6200000000000045,2.539999999999992,-2.0,0.2020314960629923,0.291804822043628,-0.057573917807562824,-0.059288537549407105,0
0.0,5.0800000000000125,5.079999999999984,1.0,-1.5291706036745403,-0.40569345579793337,0.03628293789911399,-0.09482758620689657,1
0.0,-2.539999999999992,0.0,4.0,1.7801695538057742,0.34822043628013777,0.14757478721397743,-0.04575163398692805,0
-4.539999999999999,-5.079999999999984,-7.6200000000000045,-2.0,-0.6305509186351705,-0.07226061997703795,0.010799239269387223,-0.2857142857142857,0
0.0,-2.539999999999992,2.539999999999992,7.0,0.3286700787401573,-0.04466934557979335,-0.0605833726023213,0.1071428571428571,0
0.0,7.6200000000000045,5.079999999999984,-1.0,-0.12155223097112877,0.1905143513203214,0.041398152511369024,0.04682274247491636,1
0.0,10.159999999999997,20.319999999999993,-6.0,0.09603674540682405,-0.035553386911595874,0.023089023744016002,-0.05335968379446643,1
0.0,0.0,7.6200000000000045,11.0,-1.4992887139107616,0.11503214695752012,-0.03599065388104333,-0.021390374331550777,0
0.0,15.240000000000009,7.6200000000000045,-6.0,0.041980577427821686,0.07983926521239953,0.07495652967927138,-0.027272727272727337,0
4.540000000000006,-7.6200000000000045,-15.240000000000009,6.0,0.21662545931758537,0.02007118254879453,-0.048290110502034245,0.03203661327231122,1
0.0,-5.079999999999984,0.0,-5.0,-1.7855333333333336,0.01380711825487943,-0.06658619817316866,0.3157894736842105,0
6.799999999999997,10.159999999999997,15.240000000000009,6.0,4.066376377952756,0.2963926521239954,-0.24920686483783885,-0.10000000000000009,1
0.0,5.0800000000000125,12.699999999999989,-5.0,1.248583727034121,-0.13266475315729043,-0.10017207031893186,0.10909090909090902,1
0.0,-2.5400000000000205,7.6200000000000045,0.0,0.3595758530183726,-0.07325602755453503,0.06328000365246483,0.16849816849816845,1
26.760000000000005,-5.0800000000000125,-7.6200000000000045,0.0,1.4033438320209974,0.3575683122847303,0.05489489223731439,0.17460317460317454,0
0.0,0.0,0.0,2.0,-0.7185000000000001,-0.11065901262916183,0.009912280365605874,-0.06060606060606055,0
0.0,2.5400000000000205,2.5400000000000205,3.0,0.5832018372703416,0.011590126291618819,-0.016498478538774508,-0.14423076923076927,1
0.0,5.0800000000000125,17.78,4.0,0.3834099737532809,0.08140872560275547,-0.0014917406390615728,-0.13333333333333341,1
0.0,-7.619999999999976,2.539999999999992,3.0,-0.6606703412073494,0.04344546498277843,-0.01679358812769255,0.022727272727272707,1
0.0,2.539999999999992,-5.079999999999984,1.0,-0.23833385826771636,-0.3564121699196326,-0.033886632876376,-0.09523809523809523,0
0.0,0.0,-15.240000000000009,5.0,-0.3020435695538064,0.039810562571756636,-0.02399467488571072,0.13235294117647056,0
0.0,-12.700000000000017,-22.860000000000014,-3.0,-0.118303937007874,-0.17803444316877154,-0.05010326027405465,-0.1515151515151516,0
0.0,7.6200000000000045,5.079999999999984,-3.0,1.956340682414699,0.0,-0.10197087488511186,0.09090909090909083,0
0.0,0.0,-10.159999999999997,-3.0,-0.3649422572178477,0.12766016073478753,-0.012893588127692535,-0.08421052631578951,1
6.799999999999997,-5.0800000000000125,-5.0800000000000125,4.0,-0.27749711286089207,0.1638105625717566,0.05190239086764009,0.04895104895104896,0
0.0,0.0,7.6200000000000045,-1.0,0.886507611548556,0.27347301951779557,-0.000593696803494359,0.044117647058823484,1
0.0,0.0,7.6200000000000045,0.0,0.931500787401575,-0.12274052812858785,0.009000652054810931,-0.02898550724637683,0
0.0,-7.6200000000000045,-17.78,0.0,-0.13654593175853003,0.11244202066590131,-0.02159663105014356,0.15000000000000002,1
0.0,0.0,0.0,5.0,0.6434753280839893,0.146105625717566,-0.07437902557024842,0.002774694783573728,1
0.0,-7.6200000000000045,0.0,1.0,-0.04711968503936981,0.20871526980482202,-0.049774895889779236,-0.033333333333333326,0
0.0,5.079999999999984,12.700000000000017,4.0,0.4250771653543304,0.419768082663605,0.05160260821924373,-0.20320855614973254,0
-9.070000000000007,-2.539999999999992,-2.539999999999992,12.0,0.06405039370078724,0.10077611940298509,-0.05996533241921889,-0.30194805194805197,0
0.0,5.079999999999984,10.159999999999997,3.0,-0.6159989501312344,-0.5259540757749712,-0.011999130593585455,-0.0672268907563025,0
0.0,2.539999999999992,0.0,2.0,-0.8467897637795277,0.244,0.03150847671254203,0.18888888888888888,1
0.0,5.0800000000000125,-5.079999999999984,-5.0,0.2212866141732286,0.3521722158438576,0.03598891506821417,0.13636363636363635,1
0.0,15.23999999999998,10.159999999999997,7.0,0.18098188976378005,-0.21481056257175657,-0.23845196529559487,-0.17948717948717952,0
-6.799999999999997,17.78,,-12.0,-0.2695585301837269,0.2,-0.003907063927118398,0.10784313725490191,0
0.0,-15.240000000000009,-7.619999999999976,7.0,-2.0899847769028876,0.24599999999999997,-0.15142664383377052,-0.2777777777777778,1
0.0,-5.0800000000000125,-10.159999999999997,-12.0,-2.9318999999999997,0.3758105625717566,0.40460001826232417,0.21578947368421053,1
0.0,7.6200000000000045,5.0800000000000125,-3.0,0.32501706036745404,-0.32532146957520086,-0.04978587214576319,0.025000000000000022,1
0.0,-10.159999999999997,-2.539999999999992,2.0,-0.48731259842519703,0.15414351320321468,0.012289567123025119,0.12442396313364057,1
0.0,2.539999999999992,5.0800000000000125,-11.0,0.37094671916010513,0.30806888633754304,0.022497283104954496,0.29166666666666663,1
0.0,2.539999999999992,7.6200000000000045,10.0,-0.8798603674540684,-0.0931458094144661,0.049191414611656104,-0.12670807453416144,0
0.0,-10.160000000000025,0.0,9.0,-1.7977727034120738,-0.31835935706084945,0.05998119908628485,-0.07070707070707061,1
0.0,-7.6200000000000045,0.0,1.0,0.6368215223097105,0.08225832376578646,-0.04348217716850128,0.07407407407407407,1
0.0,10.159999999999997,2.539999999999992,6.0,-1.4911425196850396,-0.10592078071182548,-0.0011938054792961506,-0.10606060606060608,1
0.0,5.0800000000000125,-2.539999999999992,-5.0,0.07470472440944897,-0.04977497129735936,0.0015039123288655976,0.09064327485380119,1
0.0,0.0,5.079999999999984,-3.0,-1.0296482939632545,0.1580309988518943,0.14214750958772024,0.2333333333333334,0
0.0,0.0,7.6200000000000045,0.0,-0.2447028871391077,-0.09957175660160744,-0.007802390867640063,0.11309523809523814,1
0.0,0.0,7.6200000000000045,1.0,0.08091916010498701,0.3538794489092997,0.0072158666670659455,-0.1875,1
0.0,0.0,-2.539999999999992,-1.0,-2.731553805774279,0.14644316877152697,0.2624554429212532,-0.0714285714285714,0
0.0,-2.539999999999992,0.0,-6.0,-0.5549443569553805,0.02881400688863378,-0.00689532694052164,-0.026455026455026398,1
0.0,7.6200000000000045,0.0,2.0,0.013157480314960557,0.05970149253731341,-0.008693805479296213,-0.04949494949494948,0
0.0,-5.079999999999984,-5.0800000000000125,-1.0,-0.8652414698162725,-0.24369460390355907,0.03988619817316863,0.010869565217391353,1
0.0,-2.539999999999992,-15.240000000000009,9.0,0.020718635170603572,0.38650401836968995,-0.08398456803614132,-0.17366946778711478,1
0.0,-7.619999999999976,-12.700000000000017,-1.0,-0.5690863517060369,-0.009885189437428277,0.10946989680289543,-0.020376175548589393,0
0.0,-5.0800000000000125,-10.159999999999997,3.0,-0.5242577427821524,-0.24798851894374277,-0.014682394520104891,-0.07744107744107753,0
0.0,2.5400000000000205,0.0,-6.0,2.9063039370078743,0.4040275545350172,-0.06776663652884082,0.38095238095238093,1
0.0,5.079999999999984,10.159999999999997,4.0,0.4353034120734909,0.10666819747416761,0.011402825570847375,-0.03238866396761142,1
0.0,0.0,-2.539999999999992,-12.0,-2.905824671916011,-0.23102411021814012,0.4744351388086368,0.19047619047619047,1
0.0,-2.539999999999992,7.6200000000000045,-7.0,1.4213299212598425,0.21932835820895524,-0.058175221917184716,0.18181818181818177,1
0.0,2.539999999999992,10.159999999999997,-5.0,-1.367217585301837,-0.3444316877152698,0.05908543744255593,-0.10000000000000009,0
0.0,7.6200000000000045,0.0,7.0,-0.486449081364829,-0.1212158438576349,0.002400760730612822,-0.11637931034482762,0
0.0,12.699999999999989,15.240000000000009,-9.0,0.4045000000000001,0.0022606199770378588,-0.011098695890378152,0.007092198581560294,1
0.0,7.6200000000000045,7.6200000000000045,0.0,-0.062182152230971344,-0.175256027554535,0.06537337442855376,-0.13186813186813184,0
0.0,2.5400000000000205,2.539999999999992,-1.0,-0.22100288713910743,0.39550861079219296,0.04229760913235994,0.27450980392156865,1
0.0,-2.539999999999992,2.5400000000000205,8.0,0.465462729658793,0.3126923076923077,-0.035389458447223326,-0.07815442561205277,0
0.0,-2.539999999999992,-7.6200000000000045,-1.0,-0.5514561679790024,-0.25184500574052815,0.0062948922373144145,-0.05769230769230771,0
0.0,-2.5400000000000205,-7.6200000000000045,2.0,-0.07865039370078764,0.22491963260619974,0.0035996739725945304,-0.06034482758620685,1
0.0,10.159999999999997,12.700000000000017,0.0,-0.4898779527559056,-0.37184041331802525,-0.024623147945787988,0.19047619047619047,0
0.0,0.0,0.0,5.0,-0.7538278215223096,-0.1058851894374282,0.062376960730013864,0.05882352941176472,1
0.0,0.0,5.0800000000000125,0.0,0.12672335958005188,0.2741435132032147,0.06989043652943966,0.06547619047619047,1
0.0,0.0,-12.700000000000017,-3.0,1.143674278215223,0.056033295063145805,-0.11997989497666306,-0.02644230769230771,0
0.0,-7.6200000000000045,-5.079999999999984,-5.0,-0.015390813648294088,0.06540413318025262,-0.029092392693872482,-0.24175824175824168,1
0.0,-2.539999999999992,-2.539999999999992,-8.0,-0.18476902887139124,0.021075774971297367,0.07198424200873585,0.14142857142857135,1
0.0,2.539999999999992,15.240000000000009,-5.0,-0.12412598425196864,0.02281630309988525,0.07017848219123934,0.2692307692307693,1
0.0,10.159999999999997,7.6200000000000045,-4.0,-0.041080314960629805,0.030595866819747408,0.0635748958897793,-0.021008403361344574,1
0.0,2.5400000000000205,-10.159999999999997,-3.0,0.3046595800524934,0.03181974741676241,0.20423555524951983,0.2222222222222222,1
0.0,-2.5400000000000205,-10.159999999999997,1.0,-0.7298364829396324,-0.040520091848450124,-0.05098880639241238,0.09615384615384615,0
0.0,7.619999999999976,-7.6200000000000045,5.0,-0.5340125984251968,-0.3800757749712974,0.19764816164253113,-0.03896103896103886,0
0.0,10.159999999999997,-2.539999999999992,3.0,-0.3517299212598428,0.1276440872560276,0.06597522191718466,-0.06315789473684219,0
0.0,-15.240000000000009,-17.78,9.0,-0.9026535433070866,0.08807233065442019,0.002697065753350797,-0.03508771929824561,0
0.0,2.5400000000000205,5.079999999999984,-7.0,0.14519265091863542,-0.069,0.01289391415509794,0.37368421052631584,1
6.799999999999997,0.0,2.539999999999992,-1.0,-1.193707874015748,0.19380482204362806,-0.0674765260268066,0.2727272727272727,1
0.0,-7.6200000000000045,-10.159999999999997,1.0,-0.11601758530183726,0.3231010332950632,-0.03657315707695005,0.1568627450980392,1
0.0,7.6200000000000045,2.5400000000000205,0.0,-1.2771094488188977,-0.4358541905855339,-0.0030078246577311396,-0.20948616600790515,0
0.0,2.539999999999992,2.5400000000000205,6.0,-0.515818372703412,-0.19680137772675085,0.09418478538774497,-0.3157894736842105,0
